log2FoldChange,Pvalue,Padjusted,species,condition
1.0511992467275444,-0.4743722801850576,-0.503588939904718,-1.4468608174510778,-0.1705716945997778
1.559297701107131,-1.074409463089838,-1.0765116613307995,-1.4468608174510778,-0.1705716945997778
1.450903364172819,-0.9530278955556648,-0.963313220403872,-1.4468608174510778,-0.1705716945997778
-1.6067202235158924,-1.5003900585871246,-1.5038935301365457,1.2445108405561411,1.1058038152346585
1.297344720182544,1.618887205215588,1.6148390260134946,1.2445108405561411,1.1058038152346585
0.18178633590025203,1.03488155009834,1.0188145819492647,-0.5497369314486714,-0.1705716945997778
-0.26985673465938037,-0.6003342842299543,-0.6352687589421642,-1.4468608174510778,-0.1705716945997778
0.6266547604014899,0.5974498633242445,0.5798818518244442,-0.5497369314486714,-0.1705716945997778
-0.32405390312653626,1.4929252011706913,1.4854693792398634,1.2445108405561411,1.1058038152346585
-1.5796216392823144,-1.440844383947719,-1.4530697403326192,0.3473869545537348,1.1058038152346585
0.9202227562652511,-0.5545299191227191,-0.33725653691004914,0.3473869545537348,-2.7233227142686505
-1.1370114301338745,0.19437145038057532,0.03006085303651116,0.3473869545537348,-0.1705716945997778
-0.26308208860098586,1.54331000278865,1.522432135460901,1.2445108405561411,1.1058038152346585
0.22920885830901344,0.8631151809462083,0.8524821789545959,-0.5497369314486714,-1.4469472044342142
1.618011300279883,-1.1270844829631583,-1.1180947620794666,-1.4468608174510778,-0.1705716945997778
1.3425090272385074,-0.2018363077970086,-0.26102085220415927,1.2445108405561411,1.1058038152346585
1.1934668139538287,-0.7743908716374478,-0.7992909896730181,-1.4468608174510778,-0.1705716945997778
0.021453045851582538,0.1256649027197226,0.2680085962094402,-0.5497369314486714,-0.1705716945997778
0.502452915997591,0.05008770029278464,0.011579474925992402,-1.4468608174510778,-0.1705716945997778
-0.556650084464747,1.1700044271646837,1.1112214725018585,0.3473869545537348,-0.1705716945997778
-1.6225277309854793,-1.2415953957312462,-1.261325442435987,1.2445108405561411,1.1058038152346585
1.283795428065755,-0.3552809309062463,-0.23098861277456628,-0.5497369314486714,-1.4469472044342142
0.6198801143430954,0.7989890697960791,0.8270702840526326,-0.5497369314486714,-0.1705716945997778
0.2766313807177748,1.2524522843577068,1.132013022876192,-0.5497369314486714,-0.1705716945997778
-0.26082387324818773,0.26536821629678975,0.13863894943580887,-0.5497369314486714,-0.1705716945997778
-0.5927815301095175,0.9180804190748905,0.9217873468690412,1.2445108405561411,1.1058038152346585
